year,parent_entity,parent_type,lei,total_emissions_MtCO2e
1992,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,29.64413214120340000000
1993,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,32.19547138286435000000
1994,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,32.98517162433083000000
1995,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,32.52350071393504000000
1996,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,31.92818822421416000000
1997,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,34.35803512103410600000
1998,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,38.51307331459622000000
1999,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,38.02710393523223000000
2000,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,38.39158096975522500000
2001,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,38.14859628007323000000
2002,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,41.55038193562116000000
2003,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,43.12978241855413600000
2004,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,41.79336662530315000000
2005,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,42.15784365982615600000
2006,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,43.00829007371313400000
2007,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,40.94292021141617000000
2008,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,40.82142786657518000000
2009,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,41.55038193562116000000
2010,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,41.42888959078016600000
2011,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,33.89636421063832000000
2012,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,34.50382593484330600000
2013,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,36.32621110745826000000
2014,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,35.59725703841228000000
2015,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,36.69068814198126000000
2016,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,39.48501207332421000000
2017,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,45.19515228085110000000
2018,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,46.77455276378406000000
2019,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,30.61607089993138300000
2020,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,30.13266635576186217280
2021,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,31.35118588014940980600
2022,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,32.16539583930587173100
2023,NACCO Industries,Investor-owned Company,549300LDIX1UB5J1DN27,31.47507200436765894100
1998,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,52.50464974871932500000
1999,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,52.50464974871932500000
2000,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,52.50464974871932500000
2001,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,54.02728597758246500000
2002,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,55.54992220644559500000
2003,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,57.65768158406429300000
2004,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,59.49424159267973000000
2005,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,60.51951701010355700000
2006,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,62.61556721511009400000
2007,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,61.10835386296924000000
2008,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,59.54700462216081700000
2009,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,58.19026832023897700000
2010,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,56.74584075879432100000
2011,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,51.51623012031325600000
2012,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,46.28661948183220800000
2013,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,41.05700884335116200000
2014,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,45.15055699794944847000
2015,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,43.14903638067241700500
2016,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,42.49245251591813530500
2017,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,43.65656459442453642000
2018,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,44.05731789378020003500
2019,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,42.84351410154419268500
2020,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,40.68804596912773072500
2021,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,36.39670658156001545500
2022,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,32.22656892276661620200
2023,Naftogaz,State-owned Entity,8945000AGPSZJTCNF244,33.97362782453248000000
1928,National Iranian Oil Company,State-owned Entity,,1.59189200773204260000
1929,National Iranian Oil Company,State-owned Entity,,1.62159148548823720000
1930,National Iranian Oil Company,State-owned Entity,,1.76414897871797250000
1931,National Iranian Oil Company,State-owned Entity,,1.70178007542996350000
1932,National Iranian Oil Company,State-owned Entity,,1.91561631527456600000
1933,National Iranian Oil Company,State-owned Entity,,2.10272302513859350000
1934,National Iranian Oil Company,State-owned Entity,,2.23934062281709000000
1935,National Iranian Oil Company,State-owned Entity,,2.22449088393899300000
1936,National Iranian Oil Company,State-owned Entity,,2.43535717600797600000
1937,National Iranian Oil Company,State-owned Entity,,3.01746694002939400000
1938,National Iranian Oil Company,State-owned Entity,,3.02637678335625270000
1939,National Iranian Oil Company,State-owned Entity,,2.84520996904346400000
1940,National Iranian Oil Company,State-owned Entity,,2.56009498258399360000
1941,National Iranian Oil Company,State-owned Entity,,1.96016553190885820000
1942,National Iranian Oil Company,State-owned Entity,,2.79175090908231400000
1943,National Iranian Oil Company,State-owned Entity,,2.88381929012651830000
1944,National Iranian Oil Company,State-owned Entity,,3.94112069824705320000
1945,National Iranian Oil Company,State-owned Entity,,5.00139205414320800000
1946,National Iranian Oil Company,State-owned Entity,,5.69932978141378750000
1947,National Iranian Oil Company,State-owned Entity,,5.99632455897573550000
1948,National Iranian Oil Company,State-owned Entity,,7.38626011796565200000
1949,National Iranian Oil Company,State-owned Entity,,7.96242998643583200000
1950,National Iranian Oil Company,State-owned Entity,,9.42958418759185500000
1951,National Iranian Oil Company,State-owned Entity,,33.10667312313210000000
1952,National Iranian Oil Company,State-owned Entity,,2.22746083171461200000
1953,National Iranian Oil Company,State-owned Entity,,4.45492166342922400000
1954,National Iranian Oil Company,State-owned Entity,,10.39481721466818700000
1955,National Iranian Oil Company,State-owned Entity,,46.92517485478783000000
1956,National Iranian Oil Company,State-owned Entity,,78.05523873945198380000
1957,National Iranian Oil Company,State-owned Entity,,105.21857299623320950000
1958,National Iranian Oil Company,State-owned Entity,,120.11569062806581820000
1959,National Iranian Oil Company,State-owned Entity,,135.09316703323978100000
1960,National Iranian Oil Company,State-owned Entity,,158.38855590429636660000
1961,National Iranian Oil Company,State-owned Entity,,182.26142820517474700000
1962,National Iranian Oil Company,State-owned Entity,,201.39773715955977800000
1963,National Iranian Oil Company,State-owned Entity,,224.78768397966583200000
1964,National Iranian Oil Company,State-owned Entity,,251.96605554957838530000
1965,National Iranian Oil Company,State-owned Entity,,281.17313022712524160000
1966,National Iranian Oil Company,State-owned Entity,,313.59837076645444480000
1967,National Iranian Oil Company,State-owned Entity,,382.21478010892268600000
1968,National Iranian Oil Company,State-owned Entity,,417.42106283903408100000
1969,National Iranian Oil Company,State-owned Entity,,499.13020059867581800000
1970,National Iranian Oil Company,State-owned Entity,,586.36042801976032300000
1971,National Iranian Oil Company,State-owned Entity,,682.60630979500713300000
1972,National Iranian Oil Company,State-owned Entity,,763.32892941035150600000
1973,National Iranian Oil Company,State-owned Entity,,904.30018783630521000000
1974,National Iranian Oil Company,State-owned Entity,,933.89921218813519000000
1975,National Iranian Oil Company,State-owned Entity,,834.90023273409786000000
1976,National Iranian Oil Company,State-owned Entity,,914.15927417929609500000
1977,National Iranian Oil Company,State-owned Entity,,872.20557034885546600000
1978,National Iranian Oil Company,State-owned Entity,,801.01583758322112000000
1979,National Iranian Oil Company,State-owned Entity,,489.25576172175058000000
1980,National Iranian Oil Company,State-owned Entity,,260.12846089499380000000
1981,National Iranian Oil Company,State-owned Entity,,216.16502812977225800000
1982,National Iranian Oil Company,State-owned Entity,,340.45547591431744000000
1983,National Iranian Oil Company,State-owned Entity,,377.71212468044256500000
1984,National Iranian Oil Company,State-owned Entity,,351.17620662488259000000
1985,National Iranian Oil Company,State-owned Entity,,371.29960122605112000000
1986,National Iranian Oil Company,State-owned Entity,,335.26950764199605000000
1987,National Iranian Oil Company,State-owned Entity,,375.67438141627392000000
1988,National Iranian Oil Company,State-owned Entity,,377.50579870394174000000
1989,National Iranian Oil Company,State-owned Entity,,466.13427224814972400000
1990,National Iranian Oil Company,State-owned Entity,,509.06135148798613000000
1991,National Iranian Oil Company,State-owned Entity,,548.33194849479031000000
1992,National Iranian Oil Company,State-owned Entity,,563.47185428141630000000
1993,National Iranian Oil Company,State-owned Entity,,608.05167278643259000000
1994,National Iranian Oil Company,State-owned Entity,,614.91773812953507000000
1995,National Iranian Oil Company,State-owned Entity,,629.66467547817963000000
1996,National Iranian Oil Company,State-owned Entity,,644.66988207572647000000
1997,National Iranian Oil Company,State-owned Entity,,655.37771963099427000000
1998,National Iranian Oil Company,State-owned Entity,,667.98512129852580000000
1999,National Iranian Oil Company,State-owned Entity,,668.72495422138160000000
2000,National Iranian Oil Company,State-owned Entity,,702.30427794942876000000
2001,National Iranian Oil Company,State-owned Entity,,719.36187667705903000000
2002,National Iranian Oil Company,State-owned Entity,,703.93088246931902000000
2003,National Iranian Oil Company,State-owned Entity,,784.71419205808472000000
2004,National Iranian Oil Company,State-owned Entity,,823.02196409132396000000
2005,National Iranian Oil Company,State-owned Entity,,877.81014576913600000000
2006,National Iranian Oil Company,State-owned Entity,,899.82638886813133000000
2007,National Iranian Oil Company,State-owned Entity,,922.94077430301890000000
2008,National Iranian Oil Company,State-owned Entity,,907.22493602581730000000
2009,National Iranian Oil Company,State-owned Entity,,970.87849979275730000000
2010,National Iranian Oil Company,State-owned Entity,,998.64321597277920000000
2011,National Iranian Oil Company,State-owned Entity,,1012.20255953600710000000
2012,National Iranian Oil Company,State-owned Entity,,934.69102861636950000000
2013,National Iranian Oil Company,State-owned Entity,,903.36218204414558000000
2014,National Iranian Oil Company,State-owned Entity,,956.00859233058477000000
2015,National Iranian Oil Company,State-owned Entity,,992.23718983734116000000
2016,National Iranian Oil Company,State-owned Entity,,1161.31755084477450000000
2017,National Iranian Oil Company,State-owned Entity,,1248.47662681427580000000
2018,National Iranian Oil Company,State-owned Entity,,1244.80147388310610000000
2019,National Iranian Oil Company,State-owned Entity,,1081.23580186711513000000
2020,National Iranian Oil Company,State-owned Entity,,1073.84296171563070000000
2021,National Iranian Oil Company,State-owned Entity,,1160.39687924874254000000
2022,National Iranian Oil Company,State-owned Entity,,1203.19352779249530000000
2023,National Iranian Oil Company,State-owned Entity,,1262.41713710180830000000
2015,Navajo Transitional Energy Company,Investor-owned Company,549300E8YQ20AR6OLH28,11.00770026413753050000
2016,Navajo Transitional Energy Company,Investor-owned Company,549300E8YQ20AR6OLH28,10.50039727922916870000
2017,Navajo Transitional Energy Company,Investor-owned Company,549300E8YQ20AR6OLH28,12.04554148517142900000
2018,Navajo Transitional Energy Company,Investor-owned Company,549300E8YQ20AR6OLH28,12.68257462270902800000
2019,Navajo Transitional Energy Company,Investor-owned Company,549300E8YQ20AR6OLH28,91.15769933778905400000
2020,Navajo Transitional Energy Company,Investor-owned Company,549300E8YQ20AR6OLH28,75.70238473649692400000
2021,Navajo Transitional Energy Company,Investor-owned Company,549300E8YQ20AR6OLH28,100.17491308098844000000
2022,Navajo Transitional Energy Company,Investor-owned Company,549300E8YQ20AR6OLH28,98.69172954495864600000
2023,Navajo Transitional Energy Company,Investor-owned Company,549300E8YQ20AR6OLH28,88.51468951183519000000
1959,Nigerian National Petroleum Corp.,State-owned Entity,,0.16218297065908394000
1960,Nigerian National Petroleum Corp.,State-owned Entity,,0.29735273222261097000
1961,Nigerian National Petroleum Corp.,State-owned Entity,,0.77062993910688014000
1962,Nigerian National Petroleum Corp.,State-owned Entity,,1.11431235312320158000
1963,Nigerian National Petroleum Corp.,State-owned Entity,,1.17499866951938234000
1964,Nigerian National Petroleum Corp.,State-owned Entity,,1.76737555581907060800
1965,Nigerian National Petroleum Corp.,State-owned Entity,,3.98775551344916503000
1966,Nigerian National Petroleum Corp.,State-owned Entity,,6.12482814764007607500
1967,Nigerian National Petroleum Corp.,State-owned Entity,,4.68629519106881605000
1968,Nigerian National Petroleum Corp.,State-owned Entity,,2.10776654190713231000
1969,Nigerian National Petroleum Corp.,State-owned Entity,,7.88047455344427521300
1970,Nigerian National Petroleum Corp.,State-owned Entity,,15.79063475378768960700
1971,Nigerian National Petroleum Corp.,State-owned Entity,,55.83639975724126565000
1972,Nigerian National Petroleum Corp.,State-owned Entity,,66.24945166105298866000
1973,Nigerian National Petroleum Corp.,State-owned Entity,,75.01084993572064683000
1974,Nigerian National Petroleum Corp.,State-owned Entity,,82.29690073327030120000
1975,Nigerian National Petroleum Corp.,State-owned Entity,,65.10374911642510700000
1976,Nigerian National Petroleum Corp.,State-owned Entity,,75.60736096444673480000
1977,Nigerian National Petroleum Corp.,State-owned Entity,,76.40121996577918870000
1978,Nigerian National Petroleum Corp.,State-owned Entity,,69.66811742538263780000
1979,Nigerian National Petroleum Corp.,State-owned Entity,,143.83483504974695870000
1980,Nigerian National Petroleum Corp.,State-owned Entity,,181.12989949938307730000
1981,Nigerian National Petroleum Corp.,State-owned Entity,,128.47107284310717470000
1982,Nigerian National Petroleum Corp.,State-owned Entity,,115.28211715410463270000
1983,Nigerian National Petroleum Corp.,State-owned Entity,,111.92193100639053670000
1984,Nigerian National Petroleum Corp.,State-owned Entity,,125.45953558796277600000
1985,Nigerian National Petroleum Corp.,State-owned Entity,,135.28517462182407500000
1986,Nigerian National Petroleum Corp.,State-owned Entity,,133.18974243192309400000
1987,Nigerian National Petroleum Corp.,State-owned Entity,,122.84187865880949900000
1988,Nigerian National Petroleum Corp.,State-owned Entity,,135.81611033826527300000
1989,Nigerian National Petroleum Corp.,State-owned Entity,,159.70253145608116600000
1990,Nigerian National Petroleum Corp.,State-owned Entity,,167.83159381175296000000
1991,Nigerian National Petroleum Corp.,State-owned Entity,,173.67353121828578700000
1992,Nigerian National Petroleum Corp.,State-owned Entity,,181.80844626175636600000
1993,Nigerian National Petroleum Corp.,State-owned Entity,,183.29309637182217600000
1994,Nigerian National Petroleum Corp.,State-owned Entity,,180.38930655700399700000
1995,Nigerian National Petroleum Corp.,State-owned Entity,,185.00915112733436700000
1996,Nigerian National Petroleum Corp.,State-owned Entity,,185.05283246249474600000
1997,Nigerian National Petroleum Corp.,State-owned Entity,,196.58263292083582900000
1998,Nigerian National Petroleum Corp.,State-owned Entity,,197.92859716155573200000
1999,Nigerian National Petroleum Corp.,State-owned Entity,,194.93503506404469000000
2000,Nigerian National Petroleum Corp.,State-owned Entity,,198.09109942261315200000
2001,Nigerian National Petroleum Corp.,State-owned Entity,,206.05198230001181200000
2002,Nigerian National Petroleum Corp.,State-owned Entity,,211.35887332079100600000
2003,Nigerian National Petroleum Corp.,State-owned Entity,,221.60518011031961000000
2004,Nigerian National Petroleum Corp.,State-owned Entity,,241.91631775559402500000
2005,Nigerian National Petroleum Corp.,State-owned Entity,,288.79316860316197400000
2006,Nigerian National Petroleum Corp.,State-owned Entity,,274.96293508077156000000
2007,Nigerian National Petroleum Corp.,State-owned Entity,,267.88567569547253000000
2008,Nigerian National Petroleum Corp.,State-owned Entity,,258.86907843005319000000
2009,Nigerian National Petroleum Corp.,State-owned Entity,,270.92264318275782000000
2010,Nigerian National Petroleum Corp.,State-owned Entity,,275.89325999223417000000
2011,Nigerian National Petroleum Corp.,State-owned Entity,,287.46426103077510000000
2012,Nigerian National Petroleum Corp.,State-owned Entity,,280.17969751251000000000
2013,Nigerian National Petroleum Corp.,State-owned Entity,,267.09805396908515000000
2014,Nigerian National Petroleum Corp.,State-owned Entity,,322.63678199579483000000
2015,Nigerian National Petroleum Corp.,State-owned Entity,,311.06091390450222000000
2016,Nigerian National Petroleum Corp.,State-owned Entity,,278.48558230775352000000
2017,Nigerian National Petroleum Corp.,State-owned Entity,,290.36598513722438000000
2018,Nigerian National Petroleum Corp.,State-owned Entity,,299.59307412064331000000
2019,Nigerian National Petroleum Corp.,State-owned Entity,,302.50034654725507000000
2020,Nigerian National Petroleum Corp.,State-owned Entity,,290.97644568204067000000
2021,Nigerian National Petroleum Corp.,State-owned Entity,,271.80505913296473000000
2022,Nigerian National Petroleum Corp.,State-owned Entity,,279.56628811943228000000
2023,Nigerian National Petroleum Corp.,State-owned Entity,,281.78774371857784000000
1962,North Korea,Nation State,,48.16739382636712800000
1963,North Korea,Nation State,,46.33244548951820700000
1964,North Korea,Nation State,,44.49749715468838060000
1965,North Korea,Nation State,,42.66254881512532300000
1966,North Korea,Nation State,,43.76351781984684200000
1967,North Korea,Nation State,,44.86448682165068300000
1968,North Korea,Nation State,,45.96545582547359900000
1969,North Korea,Nation State,,47.06642482456329500000
1970,North Korea,Nation State,,48.16739382636712800000
1971,North Korea,Nation State,,52.84651208675624700000
1972,North Korea,Nation State,,57.52563033255692900000
1973,North Korea,Nation State,,62.20474860753447900000
1974,North Korea,Nation State,,66.88386685604930700000
1975,North Korea,Nation State,,71.56298510184997950000
1976,North Korea,Nation State,,76.24210337682753000000
1977,North Korea,Nation State,,80.92122162262821200000
1978,North Korea,Nation State,,85.60033989760576800000
1979,North Korea,Nation State,,90.27945813254989850000
1980,North Korea,Nation State,,85.88165238662229900000
1981,North Korea,Nation State,,89.38699791628792500000
1982,North Korea,Nation State,,93.92741044667518400000
1983,North Korea,Nation State,,94.97939748617236000000
1984,North Korea,Nation State,,97.38940470302256000000
1985,North Korea,Nation State,,76.88776939837103800000
1986,North Korea,Nation State,,76.33856005834111000000
1987,North Korea,Nation State,,75.79327373816525500000
1988,North Korea,Nation State,,91.40168573391242500000
1989,North Korea,Nation State,,70.60195254314583100000
1990,North Korea,Nation State,,94.05275112737776500000
1991,North Korea,Nation State,,98.61778511140978500000
1992,North Korea,Nation State,,102.91724575494359000000
1993,North Korea,Nation State,,94.27802929939970300000
1994,North Korea,Nation State,,88.38059869173942600000
1995,North Korea,Nation State,,82.36202156495537600000
1996,North Korea,Nation State,,73.03114545949991000000
1997,North Korea,Nation State,,71.63959528066669400000
1998,North Korea,Nation State,,64.68386350253897900000
1999,North Korea,Nation State,,73.01314533335993500000
2000,North Korea,Nation State,,78.24794429171075900000
2001,North Korea,Nation State,,80.33426000471126900000
2002,North Korea,Nation State,,77.34913798843744900000
2003,North Korea,Nation State,,79.72687533953624600000
2004,North Korea,Nation State,,83.87583966176227800000
2005,North Korea,Nation State,,91.85605681949422200000
2006,North Korea,Nation State,,93.06772136534286400000
2007,North Korea,Nation State,,80.52741557032114800000
2008,North Korea,Nation State,,85.58160957037746000000
2009,North Korea,Nation State,,67.17191247232616500000
2010,North Korea,Nation State,,67.30227794987279400000
2011,North Korea,Nation State,,68.23081463608880300000
2012,North Korea,Nation State,,69.19269323932786900000
2013,North Korea,Nation State,,83.65544741318907100000
2014,North Korea,Nation State,,84.63757361731680900000
2015,North Korea,Nation State,,84.38746078411821850000
2016,North Korea,Nation State,,92.22697612455241400000
2017,North Korea,Nation State,,80.84487648033968400000
2018,North Korea,Nation State,,67.46731269773173130000
2019,North Korea,Nation State,,75.41961352544225300000
2020,North Korea,Nation State,,70.91179860648966730000
2021,North Korea,Nation State,,58.22232017695687800000
2022,North Korea,Nation State,,60.06570536535516800000
2023,North Korea,Nation State,,60.83486023332659000000
2002,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,28.40651011938411600000
2003,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,56.81302023876823600000
2004,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,61.98295028552019900000
2005,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,72.46691895756469300000
2006,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,81.18392167567195800000
2007,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,80.66910413758527800000
2008,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,87.13921879303469300000
2009,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,93.19920219849565700000
2010,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,107.82346584111879600000
2011,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,148.15371095870917500000
2012,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,158.00503504108800100000
2013,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,171.56476817817173000000
2014,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,177.38909748047471300000
2015,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,201.38023623567988600000
2016,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,210.49487531885872600000
2017,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,197.61048180650712000000
2018,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,211.61486939102830000000
2019,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,227.65315848290889000000
2020,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,234.92642936818679500000
2021,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,241.59435895109265000000
2022,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,246.34545330823014000000
2023,Novatek,Investor-owned Company,2138008R6GCRVBDFA581,248.23711415804665000000
1998,Novaya Gornaya,Investor-owned Company,,0.79486259027633755000
1999,Novaya Gornaya,Investor-owned Company,,5.11942686410783910000
2000,Novaya Gornaya,Investor-owned Company,,9.44399113793934050000
2001,Novaya Gornaya,Investor-owned Company,,13.76855541177084200000
2002,Novaya Gornaya,Investor-owned Company,,18.09311968560234300000
2003,Novaya Gornaya,Investor-owned Company,,22.41768395943384300000
2004,Novaya Gornaya,Investor-owned Company,,26.74224823623196200000
2005,Novaya Gornaya,Investor-owned Company,,31.06681251006346400000
2006,Novaya Gornaya,Investor-owned Company,,32.18633728472206050000
2007,Novaya Gornaya,Investor-owned Company,,33.86562444760573600000
2008,Novaya Gornaya,Investor-owned Company,,31.44968107928709900000
2009,Novaya Gornaya,Investor-owned Company,,31.08325445135256100000
2010,Novaya Gornaya,Investor-owned Company,,33.02333125403290500000
2011,Novaya Gornaya,Investor-owned Company,,30.13044486325970600000
2012,Novaya Gornaya,Investor-owned Company,,25.40842717910805100000
2013,Novaya Gornaya,Investor-owned Company,,26.96733388983105300000
2014,Novaya Gornaya,Investor-owned Company,,28.52624060589010600000
2015,Novaya Gornaya,Investor-owned Company,,30.08514731661311000000
2016,Novaya Gornaya,Investor-owned Company,,31.57953748808676900000
2017,Novaya Gornaya,Investor-owned Company,,30.54171240030778800000
2018,Novaya Gornaya,Investor-owned Company,,29.37830761780822000000
2019,Novaya Gornaya,Investor-owned Company,,28.21490283530865300000
2020,Novaya Gornaya,Investor-owned Company,,27.05149805280908200000
2021,Novaya Gornaya,Investor-owned Company,,30.68022320360535400000
2022,Novaya Gornaya,Investor-owned Company,,19.09336717114171500000
2023,Novaya Gornaya,Investor-owned Company,,23.58624907652083100000
1996,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,5.10800455291806170000
1997,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,6.22237982540823650000
1998,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,6.93200150637866800000
1999,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,9.55440195363541550000
2000,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,12.91646973237581000000
2001,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,14.45322721326410300000
2002,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,15.26921752961618000000
2003,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,15.55179465193530100000
2004,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,16.14784224713278800000
2005,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,15.19768227796827000000
2006,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,17.08990727153752600000
2007,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,19.28916139899500600000
2008,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,23.07445908617955700000
2009,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,26.85975677336410300000
2010,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,24.87752021122253100000
2011,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,25.39898201596610800000
2012,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,24.25028079841009800000
2013,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,18.94788990868583700000
2014,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,13.80678916644855200000
2015,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,11.15264766858651900000
2016,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,8.28579092182898210000
2017,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,4.79836926587971903000
2018,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,4.35940464705993593000
2019,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,4.04226191433715184000
2020,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,3.82887984949827944000
2021,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,3.70920313995916177000
2022,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,4.61670924468774150000
2023,Obsidian Energy,Investor-owned Company,549300DITPHH8W8CK636,4.86868314697542803000
1945,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,16.44505551073265100000
1946,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,19.47956910318313000000
1947,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,23.45245055108007200000
1948,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,27.57798577570366500000
1949,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,27.70855525631924900000
1950,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,30.99934346173423100000
1951,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,35.77015356586839700000
1952,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,31.72569031318730900000
1953,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,31.49347425508127400000
1954,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,33.90668697613908650000
1955,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,39.59348616307409100000
1956,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,45.28028535153461700000
1957,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,50.96708454116091900000
1958,Occidental Petroleum,Investor-owned Company,IM7X0T3ECJW4C1T7ON55,56.80170060329733064600
